----------------------------------------
102041,Stadion,703111,Dolgi most
101051,Astra,703101,Bonifacija
100021,Razstavišče,703091,Vič
600012,Bavarski dvor (Kozolec),703081,Glince
600022,Ajdovščina,703071,Stan in dom
601012,Konzorcij,602031,Hajdrihova
602022,Drama,602041,Tobačna
602052,Aškerčeva,602051,Aškerčeva
602042,Tobačna,602021,Drama
602032,Hajdrihova,601011,Pošta
703072,Stan in dom,600011,Bavarski dvor (Korabar)
703082,Glince,100022,Razstavišče
703092,Vič,101052,Astra
703102,Bonifacija,102042,Stadion
703112,Dolgi most,102082,Mercator
704172,Tržaška,103032,AMZS
704052,Dolgi most Rotar,103072,Smelt
704102,Kozarje,103102,Stožice
704062,Na Gmajnici,103132,Ruski car
704072,Radna,104032,Ježica
744012,Šolska,104052,Sava
744022,Japelj,104102,Kolodvor Črnuče
745022,Erbežnik,104112,Rogovile
745032,Mostiček,104161,Črnuče
745041,Notranje Gorice,,
----------------------------------------
7,Nove Jarše - Pržan,7,Pržan - Nove Jarše
203171,Nove Jarše,804181,Pržan
203161,Nove Jarše-Šmartinska,804171,Andreja Bitenca
203151,Žito,803121,Plešičeva
203101,Kodrova,803111,Čebelarska
203091,Jarše,803101,T ržnica Koseze
203041,Šola Jarše,803091,Zgornja Šiška
203011,Pokopališka,802041,Bolnica P. Držaja
202061,Žale,802031,Na jami
202031,Savske stolpnice,802011,Stara cerkev
202021,Prekmurska,801011,Tivoli
101031,Bežigrad,700011,Kolizej
100021,Razstavišče,600011,Bavarski dvor (Korabar)
600012,Bavarski dvor (Kozolec),100022,Razstavišče
700012,Hotel Lev,101032,Bežigrad
801012,Tivoli,202022,Prekmurska
802012,Stara cerkev,202032,Savske stolpnice
802032,Na jami,202062,Žale
802042,Bolnica P. Držaja,203012,Pokopališka
803092,Zgornja Šiška,203042,Šola Jarše
803102,Tržnica Koseze,203092,Jarše
803112,Čebelarska,203102,Kodrova
803122,Plešičeva,203152,Žito
804172,Andreja Bitenca,203171,Nove Jarše
804181,Pržan,,
----------------------------------------
7/7L,Letališka - Pržan,7/7L,Pržan - Letališka
204051,Letališka-obračališče,804181,Pržan
204041,Letališka,804171,Andreja Bitenca
204031,Rog,803121,Plešičeva
204021,GZL,803111,Čebelarska
204011,Leskoškova,803101,Tržnica Koseze
203191,Yulon,803091,Zgornja Šiška
203181,Bratislavska,802041,Bolnica P. Držaja
203161,Nove Jarše-Šmartinska,802031,Na jami
203151,Žito,802011,Stara cerkev
203101,Kodrova,801011,Tivoli
203091,Jarše,700011,Kolizej
203041,Šola Jarše,600011,Bavarski dvor (Korabar)
203011,Pokopališka,100022,Razstavišče
202061,Žale,101032,Bežigrad
202031,Savske stolpnice,202022,Prekmurska
202021,Prekmurska,202032,Savske stolpnice
101031,Bežigrad,202062,Žale
100021,Razstavišče,203012,Pokopališka
600012,Bavarski dvor (Kozolec),203042,Šola Jarše
700012,Hotel Lev,203092,Jarše
801012,Tivoli,203102,Kodrova
802012,Stara cerkev,203152,Žito
802032,Na jami,203171,Nove Jarše
802042,Bolnica P. Držaja,203182,Bratislavska
803092,Zgornja Šiška,203192,Yulon
803102,Tržnica Koseze,204012,Leskoškova
803112,Čebelarska,204022,GZL
803122,Plešičeva,204032,Rog
804172,Andreja Bitenca,204042,Letališka
804181,Pržan,204051,Letališka-obračališče
----------------------------------------
8,Gameljne - Brnčičeva,8,Brnčičeva - Gameljne
104221,Gameljne,204121,Brnčičeva
104211,Rašica,204111,Slovenijales
104201,Zg. Gameljne,104091,Cesta na Brod
104191,Šmartno,104081,Obrtna cona
804151,Tacen,104071,Šlandrova
804141,Tacenski most,104061,Elma
804111,Ob daljnovodu,104051,Sava
804101,Tabor,104031,Ježica
804091,Na klancu,103131,Ruski car
804081,Kosmačeva,103101,Stožice
804041,Šentvid,103071,Smelt
804031,Podgora,103031,AMZS
804021,Prušnikova,102081,Mercator
804161,IMP,102041,Stadion
803071,Tehnounion,101051,Astra
803061,Ljubljanske brigade,100021,Razstavišče
803051,Litostrojska,600012,Bavarski dvor (Kozolec)
803011,Slovenija avto,700012,Hotel Lev
802021,Kino Šiška,801012,Tivoli
802011,Stara cerkev,802012,Stara cerkev
801011,Tivoli,802022,Kino Šiška
700011,Kolizej,803012,Slovenija avto
600011,Bavarski dvor (Korabar),803052,Litostrojska
100022,Razstavišče,803062,Ljubljanske brigade
101052,Astra,803072,Tehnounion
102042,Stadion,804162,IMP
102082,Mercator,804022,Prušnikova
103032,AMZS,804032,Podgora
103072,Smelt,804042,Šentvid
103102,Stožice,804082,Kosmačeva
103132,Ruski car,804092,Na klancu
104032,Ježica,804102,Tabor
104054,Sava,804112,Ob daljnovodu
104062,Elma,804142,Tacenski most
104072,Šlandrova,804152,Tacen
104082,Obrtna cona,104192,Šmartno
104092,Cesta na Brod,104202,Zg. Gameljne
204112,Slovenijales,104212,Rašica
204121,Brnčičeva,104221,Gameljne
----------------------------------------
9,Štepanjsko naselje - Trnovo,9,Trnovo - Štepanjsko naselje
303043,Štepanjsko naselje,602121,T rnovo
403051,Emona,603081,Veliki štradon
403043,Štepanja vas,603071,Pot na Rakovo jelšo
403021,Kodeljevo,603061,Murgle
303021,Zaloška,602093,Ziherlova
303011,Tržnica Moste,602071,Mirje
402041,Bolnica,602021,Drama
402031,Klinični center,601011,Pošta
402021,Poliklinika,600011,Bavarski dvor (Korabar)
301011,Friškovec,300012,Kolodvor
300011,Kolodvor,301012,Friškovec
600012,Bavarski dvor (Kozolec),402022,Poliklinika
600022,Ajdovščina,402032,Klinični center
601012,Konzorcij,402042,Bolnica
602022,Drama,303012,Tržnica Moste
602072,Mirje,303032,Ob sotočju
602092,Ziherlova,403022,Kodeljevo
603062,Murgle,403042,Štepanja vas
603072,Pot na Rakovo jelšo,403052,Emona
603082,Veliki štradon,303043,Štepanjsko naselje
602121,Trnovo,,
----------------------------------------
11,Ježica - Zalog,11,Zalog - Ježica
104033,Ježica,204211,Zalog
103131,Ruski car,204201,Saturnus
103101,Stožice,204191,Zeleni gaj
103071,Smelt,204181,Zadružni dom
103031,AMZS,304131,Silos
102081,Mercator,304111,Petrol
102041,Stadion,304091,Cesta na Vevče
101051,Astra,304071,Polje
100021,Razstavišče,304061,Studenec
600012,Bavarski dvor (Kozolec),304041,Chengdujska
600022,Ajdovščina,304021,Osenjakova
601012,Konzorcij,303061,Archinetova
602022,Drama,303051,Pot na Fužine
602062,Križanke,303021,Zaloška
602102,Gornji trg,303011,Tržnica Moste
602112,Privoz,402041,Bolnica
502032,Streliška,402031,Klinični center
502024,Roška,502021,Roška
402032,Klinični center,502031,Streliška
402042,Bolnica,602111,Privoz
303012,Tržnica Moste,602101,Gornji trg
303024,Zaloška,602061,Križanke
303052,Pot na Fužine,602021,Drama
303062,Archinetova,601011,Pošta
304022,Osenjakova,600011,Bavarski dvor (Korabar)
304042,Chengdujska,100022,Razstavišče
304062,Studenec,101052,Astra
304072,Polje,102042,Stadion
304092,Cesta na Vevče,102082,Mercator
304112,Petrol,103032,AMZS
304132,Silos,103072,Smelt
204182,Zadružni dom,103102,Stožice
204192,Zeleni gaj,103132,Ruski car
204211,Zalog,104033,Ježica
----------------------------------------
N11,Bavarski dvor - Zalog,N11,Zalog - Bavarski dvor
600012,Bavarski dvor (Kozolec),204211,Zalog
600022,Ajdovščina,204201,Saturnus
601012,Konzorcij,204191,Zeleni gaj
602022,Drama,204181,Zadružni dom
602062,Križanke,304131,Silos
602102,Gornji trg,304111,Petrol
602112,Privoz,304091,Cesta na Vevče
502032,Streliška,304071,Polje
502024,Roška,304061,Studenec
402032,Klinični center,304041,Chengdujska
402042,Bolnica,304021,Osenjakova
303012,Tržnica Moste,303061,Archinetova
303024,Zaloška,303051,Pot na Fužine
303052,Pot na Fužine,303021,Zaloška
303062,Archinetova,303011,Tržnica Moste
304022,Osenjakova,402041,Bolnica
304042,Chengdujska,402031,Klinični center
304062,Studenec,502021,Roška
304072,Polje,502031,Streliška
304092,Cesta na Vevče,602111,Privoz
304112,Petrol,602101,Gornji trg
304132,Silos,602061,Križanke
204182,Zadružni dom,602021,Drama
204192,Zeleni gaj,601011,Pošta
204211,Zalog,700012,Hotel Lev
,,600012,Bavarski dvor (Kozolec)
----------------------------------------
11B,Bežigrad - Zalog,11B,Zalog - Bežigrad
201011,Železna,204211,Zalog
101031,Bežigrad,204201,Saturnus
100021,Razstavišče,204191,Zeleni gaj
600012,Bavarski dvor (Kozolec),204181,Zadružni dom
600022,Ajdovščina,304131,Silos
601012,Konzorcij,304111,Petrol
602022,Drama,304091,Cesta na Vevče
602062,Križanke,304071,Polje
602102,Gornji trg,304061,Studenec
602112,Privoz,304041,Chengdujska
502032,Streliška,304021,Osenjakova
502024,Roška,303061,Archinetova
402032,Klinični center,303051,Pot na Fužine
402042,Bolnica,303021,Zaloška
303012,Tržnica Moste,303011,Tržnica Moste
303024,Zaloška,402041,Bolnica
303052,Pot na Fužine,402031,Klinični center
303062,Archinetova,502021,Roška
304022,Osenjakova,502031,Streliška
304042,Chengdujska,602111,Privoz
304062,Studenec,602101,Gornji trg
304072,Polje,602061,Križanke
304092,Cesta na Vevče,602021,Drama
304112,Petrol,601011,Pošta
304132,Silos,600011,Bavarski dvor (Korabar)
204182,Zadružni dom,100012,Navje
204192,Zeleni gaj,201011,Železna
204211,Zalog,,
----------------------------------------
12,Bežigrad - Vevče,12,Vevče - Bežigrad
201011,Železna,304101,Vevče
101031,Bežigrad,304091,Cesta na Vevče
100021,Razstavišče,304074,Polje
300012,Kolodvor,304082,Polje-kolodvor
301012,Friškovec,204102,Novo Polje
202012,Viadukt,204083,Zadobrova
202044,Središka,204071,Sneberje
202082,Flajšmanova,204061,Hrastje
203042,Šola Jarše,203161,Nove Jarše-Šmartinska
203092,Jarše,203151,Žito
203102,Kodrova,203101,Kodrova
203152,Žito,203091,Jarše
204062,Hrastje,203041,Šola Jarše
204072,Sneberje,202043,Središka
204082,Zadobrova,202011,Viadukt
204101,Novo Polje,301011,Friškovec
304081,Polje-kolodvor,300011,Kolodvor
304073,Polje,100012,Navje
304092,Cesta na Vevče,201011,Železna
304101,Vevče,,
----------------------------------------
13,Center Stožice - Sostro,13,Sostro - Center Stožice
103173,Center Stožice,404091,Sostro
103191,Božičeva,404081,Križišče Sostro
102091,Kardeljeva ploščad,404071,Cesta v Zavoglje
102031,Gasilska brigada,404061,Zadvor
101031,Bežigrad,404051,KPL
101031,Bežigrad,404041,Pošta Dobrunje
100021,Razstavišče,404031,Dobrunje
700011,Kolizej,404021,Cesta v Bizovik
600032,Dalmatinova,404011,Hrušica
500012,Turist,403061,Rast
501022,Zmajski most,403051,Emona
502012,Poljanska,403041,Štepanja vas
502014,Ambrožev trg,403031,Pod Golovcem
502022,Roška,402061,Gornje Poljane
402062,Gornje Poljane,502013,Ambrožev trg
403032,Pod Golovcem,502011,Poljanska
403042,Štepanja vas,501021,Zmajski most
403052,Emona,500011,Tavčarjeva
403062,Rast,600011,Bavarski dvor (Korabar)
404012,Hrušica,100012,Navje
404022,Cesta v Bizovik,201011,Železna
404032,Dobrunje,101034,Kržičeva
404042,Pošta Dobrunje,102032,Gasilska brigada
404052,KPL,102092,Kardeljeva ploščad
404062,Zadvor,103192,Božičeva
404072,Cesta v Zavoglje,103182,Titova
404082,Križišče Sostro,103173,Center Stožice
404091,Sostro,,
----------------------------------------
14,Savlje - Vrhovci,14,Vrhovci - Savlje
104011,Savlje,704031,Vrhovci
104021,Kališnikov trg,704021,Brdo
103121,Čerinova,703061,Preval
103111,7. septembra,703051,Podmornica
103091,Gorjančeva,703041,Viško polje
103061,Pohorskega bataljona,703031,Jamnikarjeva
103021,Brinje,703021,Cesta XV
102071,Vodovodna,703011,Rožna dolina
102051,Podmilščakova,702021,Študentsko naselje
101061,Bratov Židan,702011,Pod Rožnikom
101021,Parmova,602011,Cankarjev dom
101011,Hranilniška,601011,Pošta
100021,Razstavišče,600011,Bavarski dvor (Korabar)
600012,Bavarski dvor (Kozolec),100022,Razstavišče
600022,Ajdovščina,101012,Hranilniška
601012,Konzorcij,101022,Parmova
602012,Cankarjev dom,101062,Bratov Židan
702012,Pod Rožnikom,102052,Podmilščakova
702022,Študentsko naselje,102072,Vodovodna
703012,Rožna dolina,103022,Brinje
703022,Cesta XV,103062,Pohorskega bataljona
703032,Jamnikarjeva,103092,Gorjančeva
703042,Viško polje,103112,7. septembra
703052,Podmornica,103122,Čerinova
703062,Preval,104022,Kališnikov trg
704022,Brdo,104011,Savlje
704031,Vrhovci,,
----------------------------------------
14B,Savlje - Bokalce,14B,Bokalce - Savlje
104011,Savlje,704041,Bokalce
104021,Kališnikov trg,704021,Brdo
103121,Čerinova,703061,Preval
103111,7. septembra,703051,Podmornica
103091,Gorjančeva,703041,Viško polje
103061,Pohorskega bataljona,703031,Jamnikarjeva
103021,Brinje,703021,Cesta XV
102071,Vodovodna,703011,Rožna dolina
102051,Podmilščakova,702021,Študentsko naselje
101061,Bratov Židan,702011,Pod Rožnikom
101021,Parmova,602011,Cankarjev dom
101011,Hranilniška,601011,Pošta
100021,Razstavišče,600011,Bavarski dvor (Korabar)
600012,Bavarski dvor (Kozolec),100022,Razstavišče
600022,Ajdovščina,101012,Hranilniška
601012,Konzorcij,101022,Parmova
602012,Cankarjev dom,101062,Bratov Židan
702012,Pod Rožnikom,102052,Podmilščakova
702022,Študentsko naselje,102072,Vodovodna
703012,Rožna dolina,103022,Brinje
703022,Cesta XV,103062,Pohorskega bataljona
703032,Jamnikarjeva,103092,Gorjančeva
703042,Viško polje,103112,7. septembra
703052,Podmornica,103122,Čerinova
703062,Preval,104022,Kališnikov trg
704024,Brdo,104011,Savlje
704041,Bokalce,,
----------------------------------------
15,Stanežiče - Zgornje Pirniče,15,Zgornje Pirniče - Stanežiče
